,store_id,date,is_store_open,is_sale_period,town,n_cust_pred,revenue_pred
30,31,2012-02-03,1,1,Dukem,1131.1151,11783.347
31,32,2012-02-03,1,1,Balntermou,818.66815,7129.457
32,33,2012-02-03,1,1,Psey Hill,391.26633,3804.2979
33,34,2012-02-03,1,1,Dukem,1354.0647,11783.347
34,35,2012-02-03,1,1,Dukem,1131.1151,15886.909
35,36,2012-02-03,1,1,Balntermou,935.1032,8722.59
36,37,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
37,38,2012-02-03,1,1,Balntermou,818.66815,7983.1597
38,39,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
39,40,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
40,41,2012-02-03,1,1,Dukem,977.52905,11783.347
41,42,2012-02-03,1,1,Yepthton Beach,1098.2358,10367.118
42,43,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
43,44,2012-02-03,1,1,Balntermou,818.66815,7983.1597
44,45,2012-02-03,1,1,Dukem,1013.26514,11783.347
45,46,2012-02-03,1,1,Psey Hill,391.26633,3804.2979
46,47,2012-02-03,1,1,Dukem,1220.8634,11783.347
47,48,2012-02-03,1,1,Yepthton Beach,839.61536,7279.9565
48,49,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
49,50,2012-02-03,1,1,Yepthton Beach,725.5713,8419.862
50,51,2012-02-03,1,1,Dukem,1131.1151,11783.347
51,52,2012-02-03,1,1,Dukem,1131.1151,11783.347
52,53,2012-02-03,1,1,Balntermou,818.66815,7983.1597
53,54,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
54,55,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
55,56,2012-02-03,1,1,Psey Hill,391.26633,3804.2979
56,57,2012-02-03,1,1,Dukem,1305.9515,13522.448
57,58,2012-02-03,1,1,Dukem,1131.1151,11783.347
58,59,2012-02-03,1,1,Dukem,1131.1151,11783.347
59,60,2012-02-03,1,1,Dukem,1131.1151,11783.347
60,61,2012-02-03,1,1,Dukem,1131.1151,10854.21
61,62,2012-02-03,1,1,Dukem,1131.1151,11783.347
62,63,2012-02-03,1,1,Dukem,1131.1151,11783.347
63,64,2012-02-03,1,1,Dukem,1131.1151,16321.829
64,65,2012-02-03,1,1,Dukem,1076.6284,11783.347
65,66,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
66,67,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
67,68,2012-02-03,1,1,Dukem,1635.8179,11783.347
68,69,2012-02-03,1,1,Dukem,1658.1229,13884.474
69,70,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
70,71,2012-02-03,1,1,Port Shep,770.7287,7235.998
71,72,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
72,73,2012-02-03,1,1,Dukem,1131.1151,10788.1045
73,74,2012-02-03,1,1,Balntermou,818.66815,7983.1597
74,75,2012-02-03,1,1,Dukem,1131.1151,11783.347
75,76,2012-02-03,1,1,Mount Tudo,770.7287,8067.881
76,77,2012-02-03,1,1,Dukem,1131.1151,11783.347
77,78,2012-02-03,1,1,Balntermou,818.66815,6959.046
78,79,2012-02-03,1,1,Dukem,1131.1151,11783.347
79,80,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
80,81,2012-02-03,1,1,Dukem,1131.1151,11783.347
81,82,2012-02-03,1,1,Dukem,1131.1151,14518.408
82,83,2012-02-03,1,1,Dukem,875.9325,9422.461
83,84,2012-02-03,1,1,Balntermou,1235.9873,12174.8545
84,85,2012-02-03,1,1,Dukem,1334.8527,11783.347
85,86,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
86,87,2012-02-03,1,1,Dukem,1131.1151,11783.347
87,88,2012-02-03,1,1,Balntermou,818.66815,7983.1597
88,89,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
89,90,2012-02-03,1,1,Balntermou,954.94696,7983.1597
90,91,2012-02-03,1,1,Dukem,1131.1151,11783.347
91,92,2012-02-03,1,1,Psey Hill,391.26633,3804.2979
92,93,2012-02-03,1,1,Nalliwar,770.7287,7235.998
93,94,2012-02-03,1,1,Dukem,1131.1151,11783.347
94,95,2012-02-03,1,1,Psey Hill,391.26633,3804.2979
95,96,2012-02-03,1,1,Balntermou,818.66815,7983.1597
96,97,2012-02-03,1,1,Dukem,1131.1151,11783.347
97,98,2012-02-03,1,1,Dukem,1043.44,11783.347
98,99,2012-02-03,1,1,Port Shep,770.7287,7235.998
99,100,2012-02-03,1,1,Balntermou,818.66815,7983.1597
100,101,2012-02-03,1,1,Balntermou,818.66815,7983.1597
101,102,2012-02-03,1,1,Balntermou,963.3809,7983.1597
102,103,2012-02-03,1,1,Dukem,1131.1151,11783.347
103,104,2012-02-03,1,1,Yepthton Beach,1280.3663,10127.88
104,105,2012-02-03,1,1,Port Shep,770.7287,7235.998
105,106,2012-02-03,1,1,Dukem,1131.1151,12894.685
106,107,2012-02-03,1,1,Psey Hill,391.26633,3804.2979
107,108,2012-02-03,1,1,Dukem,1131.1151,17737.41
108,109,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
109,110,2012-02-03,1,1,Dukem,1131.1151,11397.927
110,111,2012-02-03,1,1,Balntermou,818.66815,7983.1597
111,112,2012-02-03,1,1,Dukem,1131.1151,11783.347
112,113,2012-02-03,1,1,Dukem,1131.1151,11783.347
113,114,2012-02-03,1,1,Rstonemond Hill,743.00757,7235.998
114,115,2012-02-03,1,1,Balntermou,818.66815,7983.1597
115,116,2012-02-03,1,1,Dukem,1131.1151,11783.347
116,117,2012-02-03,1,1,Dukem,1131.1151,9549.394
117,118,2012-02-03,1,1,Balntermou,818.66815,7983.1597
118,119,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
119,120,2012-02-03,1,1,Balntermou,818.66815,7983.1597
120,121,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
121,122,2012-02-03,1,1,Rstonemond Hill,743.00757,7235.998
122,123,2012-02-03,1,1,Yepthton Beach,961.27747,8419.862
123,124,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
124,125,2012-02-03,1,1,Yepthton Beach,1728.1063,14147.378
125,126,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
126,127,2012-02-03,1,1,Dukem,1131.1151,11783.347
127,128,2012-02-03,1,1,Dukem,1131.1151,11783.347
128,129,2012-02-03,1,1,Balntermou,1017.0647,7983.1597
129,130,2012-02-03,1,1,Ny Creek,770.7287,7235.998
130,131,2012-02-03,1,1,Dukem,1131.1151,11783.347
131,132,2012-02-03,1,1,Psey Hill,391.26633,3804.2979
132,133,2012-02-03,1,1,Dukem,1131.1151,11783.347
133,134,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
134,135,2012-02-03,1,1,Dukem,1131.1151,11783.347
135,136,2012-02-03,1,1,Rstonemond Hill,743.00757,7235.998
136,137,2012-02-03,1,1,Port Shamlakesmark,770.7287,7235.998
137,138,2012-02-03,1,1,Dukem,1131.1151,11783.347
138,139,2012-02-03,1,1,Mount Wintor,689.2496,6902.2603
139,140,2012-02-03,1,1,Psey Hill,391.26633,3804.2979
140,141,2012-02-03,1,1,Dukem,1131.1151,11783.347
141,142,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
142,143,2012-02-03,1,1,Dukem,1131.1151,11783.347
143,144,2012-02-03,1,1,Balntermou,818.66815,7983.1597
144,145,2012-02-03,1,1,Dukem,1762.7961,11783.347
145,146,2012-02-03,1,1,Rstonemond Hill,743.00757,7235.998
146,147,2012-02-03,1,1,Dukem,1226.6594,12617.788
147,148,2012-02-03,1,1,Port Shep,770.7287,7235.998
148,149,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
149,150,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
150,151,2012-02-03,1,1,Wadulfield Hill,881.2961,9944.873
151,152,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
152,153,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
153,154,2012-02-03,1,1,Dukem,1131.1151,12584.304
154,155,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
155,156,2012-02-03,1,1,Dukem,1131.1151,11783.347
156,157,2012-02-03,1,1,Port Raykwi,770.7287,7235.998
157,158,2012-02-03,1,1,Dukem,1131.1151,12537.276
158,159,2012-02-03,1,1,Dukem,1131.1151,11783.347
159,160,2012-02-03,1,1,Dukem,1131.1151,11783.347
160,161,2012-02-03,1,1,Dukem,1131.1151,11783.347
161,162,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
162,163,2012-02-03,1,1,Balntermou,818.66815,7983.1597
163,164,2012-02-03,1,1,Dukem,1131.1151,11783.347
164,165,2012-02-03,1,1,Balntermou,818.66815,6892.67
165,166,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
166,167,2012-02-03,1,1,Dukem,1427.0581,13705.278
167,168,2012-02-03,1,1,Dukem,1131.1151,11783.347
168,169,2012-02-03,1,1,Balntermou,818.66815,7983.1597
169,170,2012-02-03,1,1,Dukem,1131.1151,11783.347
170,171,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
171,172,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
172,173,2012-02-03,1,1,Dukem,1343.8173,12606.244
173,174,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
174,175,2012-02-03,1,1,Dukem,1131.1151,11783.347
175,176,2012-02-03,1,1,Balntermou,818.66815,7983.1597
176,177,2012-02-03,1,1,Dukem,1131.1151,9786.102
177,178,2012-02-03,1,1,Yepthton Beach,839.61536,10712.694
178,179,2012-02-03,1,1,Dukem,1290.6733,11783.347
179,180,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
180,181,2012-02-03,1,1,Psey Hill,391.26633,3804.2979
181,182,2012-02-03,1,1,Dukem,1032.667,11783.347
182,183,2012-02-03,1,1,Dukem,1131.1151,11783.347
183,184,2012-02-03,1,1,Dukem,1131.1151,11783.347
184,185,2012-02-03,1,1,Dukem,1131.1151,11783.347
185,186,2012-02-03,1,1,Dukem,983.2316,9433.722
186,187,2012-02-03,1,1,Dukem,1131.1151,11783.347
187,188,2012-02-03,1,1,Rstonemond Hill,743.00757,7235.998
188,189,2012-02-03,1,1,Dukem,1131.1151,13466.045
189,190,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
190,191,2012-02-03,1,1,Psey Hill,391.26633,3804.2979
191,192,2012-02-03,1,1,Dukem,1131.1151,14969.276
192,193,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
193,194,2012-02-03,1,1,Dukem,1009.534,10929.037
194,195,2012-02-03,1,1,Dukem,1896.7507,16493.896
195,196,2012-02-03,1,1,Dukem,1131.1151,11783.347
196,197,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
197,198,2012-02-03,1,1,Dukem,882.0932,8034.7163
198,199,2012-02-03,1,1,Psey Hill,391.26633,3804.2979
199,200,2012-02-03,1,1,Yepthton Beach,939.1171,8419.862
200,201,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
201,202,2012-02-03,1,1,Dukem,1131.1151,11783.347
202,203,2012-02-03,1,1,Psey Hill,391.26633,3804.2979
203,204,2012-02-03,1,1,Dukem,1131.1151,11783.347
204,205,2012-02-03,1,1,Dukem,1220.5132,11783.347
205,206,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
206,207,2012-02-03,1,1,Dukem,1800.8713,15813.833
207,208,2012-02-03,1,1,Dukem,1021.7886,7950.378
208,209,2012-02-03,1,1,Balntermou,818.66815,7983.1597
209,210,2012-02-03,1,1,Dukem,861.83136,8219.417
210,211,2012-02-03,1,1,Dukem,2137.8726,18649.166
211,212,2012-02-03,1,1,Dukem,1032.1584,10867.683
212,213,2012-02-03,1,1,Dukem,1131.1151,13027.354
213,214,2012-02-03,1,1,Balntermou,818.66815,8921.045
214,215,2012-02-03,1,1,Dukem,1131.1151,11783.347
215,216,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
216,217,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
217,218,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
218,219,2012-02-03,1,1,Dukem,999.9432,8095.473
219,220,2012-02-03,1,1,Rstonemond Hill,743.00757,7235.998
220,221,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
221,222,2012-02-03,1,1,Balntermou,818.66815,7983.1597
222,223,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
223,224,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
224,225,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
225,226,2012-02-03,1,1,Port Shep,770.7287,7235.998
226,227,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
227,228,2012-02-03,1,1,Dukem,1131.1151,11783.347
228,229,2012-02-03,1,1,Dukem,1131.1151,12769.526
229,230,2012-02-03,1,1,Rstonemond Hill,743.00757,7235.998
230,231,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
231,232,2012-02-03,1,1,Yepthton Beach,735.4867,7555.152
232,233,2012-02-03,1,1,Yepthton Beach,946.42834,10312.17
233,234,2012-02-03,1,1,Balntermou,900.21515,10545.405
234,235,2012-02-03,1,1,Dukem,1131.1151,11783.347
235,236,2012-02-03,1,1,Balntermou,818.66815,7983.1597
236,237,2012-02-03,1,1,Balntermou,818.66815,7983.1597
237,238,2012-02-03,1,1,Yepthton Beach,1091.592,8419.862
238,239,2012-02-03,1,1,Dukem,1025.8503,11783.347
239,240,2012-02-03,1,1,Dukem,1009.95087,10983.043
240,241,2012-02-03,1,1,Psey Hill,391.26633,3804.2979
241,242,2012-02-03,1,1,Dukem,901.9732,9883.226
242,243,2012-02-03,1,1,Psey Hill,391.26633,3804.2979
243,244,2012-02-03,1,1,Balntermou,818.66815,7983.1597
244,245,2012-02-03,1,1,Dukem,1404.1709,13524.104
245,246,2012-02-03,1,1,Dukem,1251.3228,11783.347
246,247,2012-02-03,1,1,Port Shep,770.7287,7235.998
247,248,2012-02-03,1,1,Dukem,1541.6134,12616.798
248,249,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
249,250,2012-02-03,1,1,Dukem,1131.1151,12990.433
250,251,2012-02-03,1,1,Balntermou,2217.2974,17313.781
251,252,2012-02-03,1,1,Dukem,1131.1151,16527.105
252,253,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
253,254,2012-02-03,1,1,Dukem,807.3806,7933.114
254,255,2012-02-03,1,1,Dukem,1131.1151,11783.347
255,256,2012-02-03,1,1,Yepthton Beach,1200.947,9971.2295
256,257,2012-02-03,1,1,Dukem,1131.1151,11783.347
257,258,2012-02-03,1,1,Port Shamlakesmark,770.7287,7235.998
258,259,2012-02-03,1,1,Dukem,3602.9363,15578.288
259,260,2012-02-03,1,1,Dukem,1229.5933,11783.347
260,261,2012-02-03,1,1,Dukem,1297.6564,22022.195
261,262,2012-02-03,1,1,Dukem,6144.0576,31754.81
262,263,2012-02-03,1,1,Dukem,908.775,9239.577
263,264,2012-02-03,1,1,Dukem,1301.177,11783.347
264,265,2012-02-03,1,1,Psey Hill,391.26633,3804.2979
265,266,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
266,267,2012-02-03,1,1,Psey Hill,391.26633,3804.2979
267,268,2012-02-03,1,1,Port Raykwi,770.7287,6481.876
268,269,2012-02-03,1,1,Dukem,1710.0618,14867.995
269,270,2012-02-03,1,1,Yepthton Beach,1132.5702,9204.206
270,271,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
271,272,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
272,273,2012-02-03,1,1,Dukem,1131.1151,11783.347
273,274,2012-02-03,1,1,Dukem,1437.762,9943.056
274,275,2012-02-03,1,1,Dukem,1131.1151,11783.347
275,276,2012-02-03,1,1,Dukem,1131.1151,9577.663
276,277,2012-02-03,1,1,Dukem,1131.1151,11783.347
277,278,2012-02-03,1,1,Port Shamlakesmark,770.7287,7235.998
278,279,2012-02-03,1,1,Rstonemond Hill,743.00757,7235.998
279,280,2012-02-03,1,1,Dukem,1131.1151,11783.347
280,281,2012-02-03,1,1,Nalliwar,770.7287,7235.998
281,282,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
282,283,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
283,284,2012-02-03,1,1,Port Shep,770.7287,7235.998
284,285,2012-02-03,1,1,Rstonemond Hill,743.00757,7235.998
285,286,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
286,287,2012-02-03,1,1,Dukem,1131.1151,11783.347
287,288,2012-02-03,1,1,Balntermou,818.66815,7983.1597
288,289,2012-02-03,1,1,Dukem,1131.1151,11783.347
289,290,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
290,291,2012-02-03,1,1,Dukem,1131.1151,11783.347
291,292,2012-02-03,0,1,Balntermou,4.9578395,8.126259
292,293,2012-02-03,1,1,Dukem,1131.1151,11783.347
293,294,2012-02-03,1,1,Dukem,1131.1151,11783.347
294,295,2012-02-03,1,1,Dukem,1131.1151,11783.347
295,296,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
296,297,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
297,298,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
298,299,2012-02-03,1,1,Port Shep,770.7287,7235.998
299,300,2012-02-03,1,1,Dukem,1225.2194,11783.347
300,301,2012-02-03,1,1,Dukem,1131.1151,11783.347
301,302,2012-02-03,1,1,Dukem,850.48303,9523.425
302,303,2012-02-03,1,1,Balntermou,818.66815,7983.1597
303,304,2012-02-03,1,1,Yepthton Beach,1065.8529,8419.862
304,305,2012-02-03,1,1,Balntermou,818.66815,7983.1597
305,306,2012-02-03,1,1,Gugam,770.7287,7235.998
306,307,2012-02-03,1,1,Yepthton Beach,709.01904,6025.6123
307,308,2012-02-03,1,1,Mount Wintor,689.2496,6902.2603
308,309,2012-02-03,1,1,Dukem,1131.1151,11783.347
309,310,2012-02-03,1,1,Dukem,1131.1151,13122.224
310,311,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
311,312,2012-02-03,1,1,Dukem,1131.1151,11783.347
312,313,2012-02-03,1,1,Dukem,1131.1151,11783.347
313,314,2012-02-03,1,1,Dukem,1131.1151,11783.347
314,315,2012-02-03,1,1,Balntermou,818.66815,7173.7524
315,316,2012-02-03,1,1,Psey Hill,391.26633,3804.2979
316,317,2012-02-03,1,1,Dukem,1131.1151,11783.347
317,318,2012-02-03,1,1,Dukem,1131.1151,11783.347
318,319,2012-02-03,1,1,Dukem,1131.1151,11783.347
319,320,2012-02-03,1,1,Dukem,3090.6921,24735.092
320,321,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
321,322,2012-02-03,1,1,Dukem,1131.1151,11062.409
322,323,2012-02-03,1,1,Dukem,1131.1151,11783.347
323,324,2012-02-03,1,1,Psey Hill,391.26633,3804.2979
324,325,2012-02-03,1,1,Dukem,1131.1151,11783.347
325,326,2012-02-03,1,1,Dukem,997.52185,11783.347
326,327,2012-02-03,1,1,Dukem,1239.2324,11783.347
327,328,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
328,329,2012-02-03,1,1,Dukem,1131.1151,11783.347
329,330,2012-02-03,1,1,Dukem,1028.6489,10481.155
330,331,2012-02-03,1,1,Ny Creek,770.7287,7235.998
331,332,2012-02-03,1,1,Dukem,1131.1151,9589.083
332,333,2012-02-03,1,1,Balntermou,1078.2507,8874.7295
333,334,2012-02-03,1,1,Dukem,1131.1151,11783.347
334,335,2012-02-03,1,1,Dukem,4218.98,23685.846
335,336,2012-02-03,1,1,Yepthton Beach,2096.6396,15403.81
336,337,2012-02-03,1,1,Ny Creek,665.7778,7235.998
337,338,2012-02-03,1,1,Dukem,1131.1151,11783.347
338,339,2012-02-03,1,1,Psey Hill,391.26633,3804.2979
339,340,2012-02-03,1,1,Balntermou,818.66815,7983.1597
340,341,2012-02-03,1,1,Dukem,1131.1151,11783.347
341,342,2012-02-03,1,1,Balntermou,818.66815,10822.021
342,343,2012-02-03,1,1,Dukem,1131.1151,11783.347
343,344,2012-02-03,1,1,Dukem,1640.5043,12624.06
344,345,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
345,346,2012-02-03,1,1,Dukem,1131.1151,11783.347
346,347,2012-02-03,1,1,Dukem,1002.28723,10876.192
347,348,2012-02-03,1,1,Dukem,1131.1151,12472.249
348,349,2012-02-03,1,1,Dukem,1131.1151,11783.347
349,350,2012-02-03,1,1,Dukem,1131.1151,11783.347
350,351,2012-02-03,1,1,Balntermou,818.66815,7983.1597
351,352,2012-02-03,1,1,Dukem,1131.1151,11783.347
352,353,2012-02-03,1,1,Rstonemond Hill,1125.9536,7235.998
353,354,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
354,355,2012-02-03,1,1,Dukem,1582.0605,13760.913
355,356,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
356,357,2012-02-03,1,1,Dukem,1384.3425,11783.347
357,358,2012-02-03,1,1,Mount Wintor,765.30585,6902.2603
358,359,2012-02-03,1,1,Psey Hill,391.26633,3804.2979
359,360,2012-02-03,1,1,Psey Hill,391.26633,3804.2979
360,361,2012-02-03,1,1,Port Shamlakesmark,770.7287,7235.998
361,362,2012-02-03,1,1,Dukem,1571.0771,13683.084
362,363,2012-02-03,1,1,Psey Hill,391.26633,3804.2979
363,364,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
364,365,2012-02-03,1,1,Balntermou,818.66815,7983.1597
365,366,2012-02-03,1,1,Psey Hill,391.26633,3804.2979
366,367,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
367,368,2012-02-03,1,1,Dukem,1131.1151,14601.784
368,369,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
369,370,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
370,371,2012-02-03,1,1,Rstonemond Hill,743.00757,7235.998
371,372,2012-02-03,1,1,Dukem,1131.1151,13310.32
372,373,2012-02-03,1,1,Dukem,820.5318,10650.989
373,374,2012-02-03,1,1,Dukem,1131.1151,11783.347
374,375,2012-02-03,1,1,Yepthton Beach,839.61536,9627.284
375,376,2012-02-03,1,1,Dukem,1257.1871,12697.733
376,377,2012-02-03,1,1,Yepthton Beach,958.23236,8419.862
377,378,2012-02-03,1,1,Dukem,1285.8018,11783.347
378,379,2012-02-03,1,1,Dukem,1036.7555,9555.536
379,380,2012-02-03,1,1,Dukem,1978.8827,22876.387
380,381,2012-02-03,1,1,Balntermou,818.66815,7983.1597
381,382,2012-02-03,1,1,Rstonemond Hill,743.00757,7235.998
382,383,2012-02-03,1,1,Yepthton Beach,2448.7637,20230.172
383,384,2012-02-03,1,1,Balntermou,818.66815,7983.1597
384,385,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
385,386,2012-02-03,1,1,Dukem,1131.1151,11783.347
386,387,2012-02-03,1,1,Yepthton Beach,1173.0488,9635.261
387,388,2012-02-03,1,1,Dukem,1538.8164,15134.11
388,389,2012-02-03,1,1,Yepthton Beach,1236.2839,11040.753
389,390,2012-02-03,1,1,Yepthton Beach,1074.7394,12303.149
390,391,2012-02-03,1,1,Balntermou,818.66815,7983.1597
391,392,2012-02-03,1,1,Dukem,1131.1151,11783.347
392,393,2012-02-03,1,1,Dukem,1131.1151,11783.347
393,394,2012-02-03,1,1,Balntermou,818.66815,7983.1597
394,395,2012-02-03,1,1,Mount Trancesmi,770.7287,6707.0728
395,396,2012-02-03,1,1,Yepthton Beach,1101.7872,11026.522
396,397,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
397,398,2012-02-03,1,1,Dukem,1131.1151,11783.347
398,399,2012-02-03,1,1,Psey Hill,391.26633,3804.2979
399,400,2012-02-03,1,1,Balntermou,1097.9872,7983.1597
400,401,2012-02-03,1,1,Balntermou,818.66815,7983.1597
401,402,2012-02-03,1,1,Port Shep,770.7287,7235.998
402,403,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
403,404,2012-02-03,1,1,Dukem,1131.1151,10908.52
404,405,2012-02-03,1,1,Dukem,1131.1151,10751.915
405,406,2012-02-03,1,1,Dukem,1022.752,11783.347
406,407,2012-02-03,1,1,Balntermou,695.3227,7081.4834
407,408,2012-02-03,1,1,Dukem,1017.286,10958.737
408,409,2012-02-03,1,1,Port Shep,770.7287,7235.998
409,410,2012-02-03,1,1,Dukem,1131.1151,11783.347
410,411,2012-02-03,1,1,Balntermou,818.66815,7983.1597
411,412,2012-02-03,1,1,Dukem,1131.1151,13526.283
412,413,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
413,414,2012-02-03,1,1,Dukem,1131.1151,11783.347
414,415,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
415,416,2012-02-03,1,1,Balntermou,1235.9886,9728.493
416,417,2012-02-03,1,1,Dukem,1131.1151,11783.347
417,418,2012-02-03,1,1,Dukem,1131.1151,11783.347
418,419,2012-02-03,1,1,Dukem,1131.1151,11783.347
419,420,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
420,421,2012-02-03,1,1,Rstonemond Hill,743.00757,7831.054
421,422,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
422,423,2012-02-03,1,1,Dukem,3161.3293,17426.955
423,424,2012-02-03,1,1,Dukem,1131.1151,11783.347
424,425,2012-02-03,1,1,Psey Hill,391.26633,3804.2979
425,426,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
426,427,2012-02-03,1,1,Ny Creek,770.7287,7235.998
427,428,2012-02-03,1,1,Balntermou,818.66815,7983.1597
428,429,2012-02-03,1,1,Dukem,1048.5186,11783.347
429,430,2012-02-03,1,1,Yepthton Beach,839.61536,8419.862
430,431,2012-02-03,1,1,Dukem,1367.4099,13702.126
